ResourceId,ResourceType,ResourceNote,Property,Value,UserNote,Required,Type,UpdateType,Description,IsOmittable,Filename
BastionSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress[0].IpProtocol,tcp,,Yes,String,No interruption,"The IP protocol name (tcp, udp, icmp, icmpv6) or number (see Protocol Numbers).
[VPC only] Use -1 to specify all protocols. When authorizing security group rules, specifying -1 or a protocol number other than tcp, udp, icmp, or icmpv6 allows traffic on all ports, regardless of any port range you specify. For tcp, udp, and icmp, you must specify a port range. For icmpv6, the port range is optional; if you omit the port range, traffic for all types and codes is allowed.",False,sample-template.json
BastionSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress[0].ToPort,22,,No,Integer,No interruption,"The end of port range for the TCP and UDP protocols, or an ICMP/ICMPv6 code. A value of -1 indicates all ICMP/ICMPv6 codes. If you specify all ICMP/ICMPv6 types, you must specify all codes.",False,sample-template.json
BastionSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress,,,No,List of Ingress,No interruption,The inbound rules associated with the security group. There is a short interruption during which you cannot connect to the security group.,False,sample-template.json
BastionSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[0].CidrIp,{'Ref': 'SSHLocation'},,No,String,No interruption,"The IPv4 address range, in CIDR format.
You must specify a source security group (SourcePrefixListId or SourceSecurityGroupId) or a CIDR range (CidrIp or CidrIpv6).
For examples of rules that you can add to security groups for specific access scenarios, see Security group rules for different use cases in the Amazon EC2 User Guide.",False,sample-template.json
BastionSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[0].CidrIpv6,,,No,String,No interruption,"The IPv6 address range, in CIDR format.
You must specify a source security group (SourcePrefixListId or SourceSecurityGroupId) or a CIDR range (CidrIp or CidrIpv6).
For examples of rules that you can add to security groups for specific access scenarios, see Security group rules for different use cases in the Amazon EC2 User Guide.",True,sample-template.json
BastionSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[0].Description,,,No,String,No interruption,"Updates the description of an ingress (inbound) security group rule. You can replace an existing description, or add a description to a rule that did not have one previously.",True,sample-template.json
BastionSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[0].FromPort,22,,No,Integer,No interruption,"The start of port range for the TCP and UDP protocols, or an ICMP/ICMPv6 type number. A value of -1 indicates all ICMP/ICMPv6 types. If you specify all ICMP/ICMPv6 types, you must specify all codes.",False,sample-template.json
BastionSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[0].IpProtocol,tcp,,Yes,String,No interruption,"The IP protocol name (tcp, udp, icmp, icmpv6) or number (see Protocol Numbers).
[VPC only] Use -1 to specify all protocols. When authorizing security group rules, specifying -1 or a protocol number other than tcp, udp, icmp, or icmpv6 allows traffic on all ports, regardless of any port range you specify. For tcp, udp, and icmp, you must specify a port range. For icmpv6, the port range is optional; if you omit the port range, traffic for all types and codes is allowed.",False,sample-template.json
BastionSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[0].SourcePrefixListId,,,No,String,No interruption,[EC2-VPC only] The ID of a prefix list.,True,sample-template.json
BastionSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[0].SourceSecurityGroupId,,,No,String,No interruption,"The ID of the security group. You must specify either the security group ID or the security group name in the request. For security groups in a nondefault VPC, you must specify the security group ID.",True,sample-template.json
BastionSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[0].SourceSecurityGroupName,,,No,String,No interruption,"[EC2-Classic, default VPC] The name of the source security group. You can't specify this parameter in combination with an IP address range. Creates rules that grant full ICMP, UDP, and TCP access.
You must specify the GroupName property or the GroupId property. For security groups that are in a VPC, you must use the GroupId property.",True,sample-template.json
BastionSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[0].SourceSecurityGroupOwnerId,,,Conditional,String,No interruption,"[nondefault VPC] The AWS account ID for the source security group, if the source security group is in a different account. You can't specify this property with an IP address range. Creates rules that grant full ICMP, UDP, and TCP access.
If you specify SourceSecurityGroupName or SourceSecurityGroupId and that security group is owned by a different account than the account creating the stack, you must specify the SourceSecurityGroupOwnerId; otherwise, this property is optional.",True,sample-template.json
BastionSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[0].ToPort,22,,No,Integer,No interruption,"The end of port range for the TCP and UDP protocols, or an ICMP/ICMPv6 code. A value of -1 indicates all ICMP/ICMPv6 codes. If you specify all ICMP/ICMPv6 types, you must specify all codes.",False,sample-template.json
BastionSecurityGroup,AWS::EC2::SecurityGroup,,Tags,,,No,List of Tag,No interruption,Any tags assigned to the security group.,True,sample-template.json
BastionSecurityGroup,AWS::EC2::SecurityGroup,,Tags[0].Key,,,Yes,String,,"The key name of the tag. You can specify a value that's 1 to 128 Unicode characters in length and can't be prefixed with aws:. You can use any of the following characters: the set of Unicode letters, digits, whitespace, _, ., /, =, +, and -.",True,sample-template.json
BastionSecurityGroup,AWS::EC2::SecurityGroup,,Tags[0].Value,,,Yes,String,,The value for the tag. You can specify a value that's 1 to 256 characters in length.,True,sample-template.json
BastionSecurityGroup,AWS::EC2::SecurityGroup,,VpcId,{'Ref': 'VPC'},,No,String,Replacement,[VPC only] The ID of the VPC for the security group.,False,sample-template.json
BeanstalkSecurityGroup,AWS::EC2::SecurityGroup,,GroupDescription,Allow the Elastic Beanstalk instances to access the NAT device,,Yes,String,Replacement,A description for the security group. This is informational only.,False,sample-template.json
BeanstalkSecurityGroup,AWS::EC2::SecurityGroup,,GroupName,,,No,String,Replacement,The name of the security group.,True,sample-template.json
BeanstalkSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress,,,No,List of Egress,No interruption,[VPC only] The outbound rules associated with the security group. There is a short interruption during which you cannot connect to the security group.,True,sample-template.json
BeanstalkSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress[0].CidrIp,,,No,String,No interruption,"The IPv4 address range, in CIDR format.
You must specify a destination security group (DestinationPrefixListId or DestinationSecurityGroupId) or a CIDR range (CidrIp or CidrIpv6).
For examples of rules that you can add to security groups for specific access scenarios, see Security group rules for different use cases in the Amazon EC2 User Guide.",True,sample-template.json
BeanstalkSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress[0].CidrIpv6,,,No,String,No interruption,"The IPv6 address range, in CIDR format.
You must specify a destination security group (DestinationPrefixListId or DestinationSecurityGroupId) or a CIDR range (CidrIp or CidrIpv6).
For examples of rules that you can add to security groups for specific access scenarios, see Security group rules for different use cases in the Amazon EC2 User Guide.",True,sample-template.json
BeanstalkSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress[0].Description,,,No,String,No interruption,A description for the security group rule.,True,sample-template.json
BeanstalkSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress[0].DestinationPrefixListId,,,No,String,No interruption,"[EC2-VPC only] The prefix list IDs for the destination AWS service. This is the AWS service that you want to access through a VPC endpoint from instances associated with the security group.
You must specify a destination security group (DestinationPrefixListId or DestinationSecurityGroupId) or a CIDR range (CidrIp or CidrIpv6).",True,sample-template.json
BeanstalkSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress[0].DestinationSecurityGroupId,,,No,String,No interruption,"The ID of the destination VPC security group.
You must specify a destination security group (DestinationPrefixListId or DestinationSecurityGroupId) or a CIDR range (CidrIp or CidrIpv6).",True,sample-template.json
BeanstalkSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress[0].FromPort,,,No,Integer,No interruption,"The start of port range for the TCP and UDP protocols, or an ICMP/ICMPv6 type number. A value of -1 indicates all ICMP/ICMPv6 types. If you specify all ICMP/ICMPv6 types, you must specify all codes.",True,sample-template.json
BeanstalkSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress[0].IpProtocol,,,Yes,String,No interruption,"The IP protocol name (tcp, udp, icmp, icmpv6) or number (see Protocol Numbers).
[VPC only] Use -1 to specify all protocols. When authorizing security group rules, specifying -1 or a protocol number other than tcp, udp, icmp, or icmpv6 allows traffic on all ports, regardless of any port range you specify. For tcp, udp, and icmp, you must specify a port range. For icmpv6, the port range is optional; if you omit the port range, traffic for all types and codes is allowed.",True,sample-template.json
BeanstalkSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress[0].ToPort,,,No,Integer,No interruption,"The end of port range for the TCP and UDP protocols, or an ICMP/ICMPv6 code. A value of -1 indicates all ICMP/ICMPv6 codes. If you specify all ICMP/ICMPv6 types, you must specify all codes.",True,sample-template.json
BeanstalkSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress,,,No,List of Ingress,No interruption,The inbound rules associated with the security group. There is a short interruption during which you cannot connect to the security group.,True,sample-template.json
BeanstalkSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[0].CidrIp,,,No,String,No interruption,"The IPv4 address range, in CIDR format.
You must specify a source security group (SourcePrefixListId or SourceSecurityGroupId) or a CIDR range (CidrIp or CidrIpv6).
For examples of rules that you can add to security groups for specific access scenarios, see Security group rules for different use cases in the Amazon EC2 User Guide.",True,sample-template.json
BeanstalkSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[0].CidrIpv6,,,No,String,No interruption,"The IPv6 address range, in CIDR format.
You must specify a source security group (SourcePrefixListId or SourceSecurityGroupId) or a CIDR range (CidrIp or CidrIpv6).
For examples of rules that you can add to security groups for specific access scenarios, see Security group rules for different use cases in the Amazon EC2 User Guide.",True,sample-template.json
BeanstalkSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[0].Description,,,No,String,No interruption,"Updates the description of an ingress (inbound) security group rule. You can replace an existing description, or add a description to a rule that did not have one previously.",True,sample-template.json
BeanstalkSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[0].FromPort,,,No,Integer,No interruption,"The start of port range for the TCP and UDP protocols, or an ICMP/ICMPv6 type number. A value of -1 indicates all ICMP/ICMPv6 types. If you specify all ICMP/ICMPv6 types, you must specify all codes.",True,sample-template.json
BeanstalkSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[0].IpProtocol,,,Yes,String,No interruption,"The IP protocol name (tcp, udp, icmp, icmpv6) or number (see Protocol Numbers).
[VPC only] Use -1 to specify all protocols. When authorizing security group rules, specifying -1 or a protocol number other than tcp, udp, icmp, or icmpv6 allows traffic on all ports, regardless of any port range you specify. For tcp, udp, and icmp, you must specify a port range. For icmpv6, the port range is optional; if you omit the port range, traffic for all types and codes is allowed.",True,sample-template.json
BeanstalkSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[0].SourcePrefixListId,,,No,String,No interruption,[EC2-VPC only] The ID of a prefix list.,True,sample-template.json
BeanstalkSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[0].SourceSecurityGroupId,,,No,String,No interruption,"The ID of the security group. You must specify either the security group ID or the security group name in the request. For security groups in a nondefault VPC, you must specify the security group ID.",True,sample-template.json
BeanstalkSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[0].SourceSecurityGroupName,,,No,String,No interruption,"[EC2-Classic, default VPC] The name of the source security group. You can't specify this parameter in combination with an IP address range. Creates rules that grant full ICMP, UDP, and TCP access.
You must specify the GroupName property or the GroupId property. For security groups that are in a VPC, you must use the GroupId property.",True,sample-template.json
BeanstalkSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[0].SourceSecurityGroupOwnerId,,,Conditional,String,No interruption,"[nondefault VPC] The AWS account ID for the source security group, if the source security group is in a different account. You can't specify this property with an IP address range. Creates rules that grant full ICMP, UDP, and TCP access.
If you specify SourceSecurityGroupName or SourceSecurityGroupId and that security group is owned by a different account than the account creating the stack, you must specify the SourceSecurityGroupOwnerId; otherwise, this property is optional.",True,sample-template.json
BeanstalkSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[0].ToPort,,,No,Integer,No interruption,"The end of port range for the TCP and UDP protocols, or an ICMP/ICMPv6 code. A value of -1 indicates all ICMP/ICMPv6 codes. If you specify all ICMP/ICMPv6 types, you must specify all codes.",True,sample-template.json
BeanstalkSecurityGroup,AWS::EC2::SecurityGroup,,Tags,,,No,List of Tag,No interruption,Any tags assigned to the security group.,True,sample-template.json
BeanstalkSecurityGroup,AWS::EC2::SecurityGroup,,Tags[0].Key,,,Yes,String,,"The key name of the tag. You can specify a value that's 1 to 128 Unicode characters in length and can't be prefixed with aws:. You can use any of the following characters: the set of Unicode letters, digits, whitespace, _, ., /, =, +, and -.",True,sample-template.json
BeanstalkSecurityGroup,AWS::EC2::SecurityGroup,,Tags[0].Value,,,Yes,String,,The value for the tag. You can specify a value that's 1 to 256 characters in length.,True,sample-template.json
BeanstalkSecurityGroup,AWS::EC2::SecurityGroup,,VpcId,{'Ref': 'VPC'},,No,String,Replacement,[VPC only] The ID of the VPC for the security group.,False,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,GroupDescription,Enable internal access to the NAT device,,Yes,String,Replacement,A description for the security group. This is informational only.,False,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,GroupName,,,No,String,Replacement,The name of the security group.,True,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress,,,No,List of Egress,No interruption,[VPC only] The outbound rules associated with the security group. There is a short interruption during which you cannot connect to the security group.,False,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress[0].CidrIp,0.0.0.0/0,,No,String,No interruption,"The IPv4 address range, in CIDR format.
You must specify a destination security group (DestinationPrefixListId or DestinationSecurityGroupId) or a CIDR range (CidrIp or CidrIpv6).
For examples of rules that you can add to security groups for specific access scenarios, see Security group rules for different use cases in the Amazon EC2 User Guide.",False,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress[0].CidrIpv6,,,No,String,No interruption,"The IPv6 address range, in CIDR format.
You must specify a destination security group (DestinationPrefixListId or DestinationSecurityGroupId) or a CIDR range (CidrIp or CidrIpv6).
For examples of rules that you can add to security groups for specific access scenarios, see Security group rules for different use cases in the Amazon EC2 User Guide.",True,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress[0].Description,,,No,String,No interruption,A description for the security group rule.,True,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress[0].DestinationPrefixListId,,,No,String,No interruption,"[EC2-VPC only] The prefix list IDs for the destination AWS service. This is the AWS service that you want to access through a VPC endpoint from instances associated with the security group.
You must specify a destination security group (DestinationPrefixListId or DestinationSecurityGroupId) or a CIDR range (CidrIp or CidrIpv6).",True,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress[0].DestinationSecurityGroupId,,,No,String,No interruption,"The ID of the destination VPC security group.
You must specify a destination security group (DestinationPrefixListId or DestinationSecurityGroupId) or a CIDR range (CidrIp or CidrIpv6).",True,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress[0].FromPort,80,,No,Integer,No interruption,"The start of port range for the TCP and UDP protocols, or an ICMP/ICMPv6 type number. A value of -1 indicates all ICMP/ICMPv6 types. If you specify all ICMP/ICMPv6 types, you must specify all codes.",False,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress[0].IpProtocol,tcp,,Yes,String,No interruption,"The IP protocol name (tcp, udp, icmp, icmpv6) or number (see Protocol Numbers).
[VPC only] Use -1 to specify all protocols. When authorizing security group rules, specifying -1 or a protocol number other than tcp, udp, icmp, or icmpv6 allows traffic on all ports, regardless of any port range you specify. For tcp, udp, and icmp, you must specify a port range. For icmpv6, the port range is optional; if you omit the port range, traffic for all types and codes is allowed.",False,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress[0].ToPort,80,,No,Integer,No interruption,"The end of port range for the TCP and UDP protocols, or an ICMP/ICMPv6 code. A value of -1 indicates all ICMP/ICMPv6 codes. If you specify all ICMP/ICMPv6 types, you must specify all codes.",False,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress[1].CidrIp,0.0.0.0/0,,No,String,No interruption,"The IPv4 address range, in CIDR format.
You must specify a destination security group (DestinationPrefixListId or DestinationSecurityGroupId) or a CIDR range (CidrIp or CidrIpv6).
For examples of rules that you can add to security groups for specific access scenarios, see Security group rules for different use cases in the Amazon EC2 User Guide.",False,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress[1].CidrIpv6,,,No,String,No interruption,"The IPv6 address range, in CIDR format.
You must specify a destination security group (DestinationPrefixListId or DestinationSecurityGroupId) or a CIDR range (CidrIp or CidrIpv6).
For examples of rules that you can add to security groups for specific access scenarios, see Security group rules for different use cases in the Amazon EC2 User Guide.",True,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress[1].Description,,,No,String,No interruption,A description for the security group rule.,True,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress[1].DestinationPrefixListId,,,No,String,No interruption,"[EC2-VPC only] The prefix list IDs for the destination AWS service. This is the AWS service that you want to access through a VPC endpoint from instances associated with the security group.
You must specify a destination security group (DestinationPrefixListId or DestinationSecurityGroupId) or a CIDR range (CidrIp or CidrIpv6).",True,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress[1].DestinationSecurityGroupId,,,No,String,No interruption,"The ID of the destination VPC security group.
You must specify a destination security group (DestinationPrefixListId or DestinationSecurityGroupId) or a CIDR range (CidrIp or CidrIpv6).",True,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress[1].FromPort,443,,No,Integer,No interruption,"The start of port range for the TCP and UDP protocols, or an ICMP/ICMPv6 type number. A value of -1 indicates all ICMP/ICMPv6 types. If you specify all ICMP/ICMPv6 types, you must specify all codes.",False,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress[1].IpProtocol,tcp,,Yes,String,No interruption,"The IP protocol name (tcp, udp, icmp, icmpv6) or number (see Protocol Numbers).
[VPC only] Use -1 to specify all protocols. When authorizing security group rules, specifying -1 or a protocol number other than tcp, udp, icmp, or icmpv6 allows traffic on all ports, regardless of any port range you specify. For tcp, udp, and icmp, you must specify a port range. For icmpv6, the port range is optional; if you omit the port range, traffic for all types and codes is allowed.",False,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupEgress[1].ToPort,443,,No,Integer,No interruption,"The end of port range for the TCP and UDP protocols, or an ICMP/ICMPv6 code. A value of -1 indicates all ICMP/ICMPv6 codes. If you specify all ICMP/ICMPv6 types, you must specify all codes.",False,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress,,,No,List of Ingress,No interruption,The inbound rules associated with the security group. There is a short interruption during which you cannot connect to the security group.,False,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[0].CidrIp,,,No,String,No interruption,"The IPv4 address range, in CIDR format.
You must specify a source security group (SourcePrefixListId or SourceSecurityGroupId) or a CIDR range (CidrIp or CidrIpv6).
For examples of rules that you can add to security groups for specific access scenarios, see Security group rules for different use cases in the Amazon EC2 User Guide.",True,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[0].CidrIpv6,,,No,String,No interruption,"The IPv6 address range, in CIDR format.
You must specify a source security group (SourcePrefixListId or SourceSecurityGroupId) or a CIDR range (CidrIp or CidrIpv6).
For examples of rules that you can add to security groups for specific access scenarios, see Security group rules for different use cases in the Amazon EC2 User Guide.",True,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[0].Description,,,No,String,No interruption,"Updates the description of an ingress (inbound) security group rule. You can replace an existing description, or add a description to a rule that did not have one previously.",True,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[0].FromPort,80,,No,Integer,No interruption,"The start of port range for the TCP and UDP protocols, or an ICMP/ICMPv6 type number. A value of -1 indicates all ICMP/ICMPv6 types. If you specify all ICMP/ICMPv6 types, you must specify all codes.",False,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[0].IpProtocol,tcp,,Yes,String,No interruption,"The IP protocol name (tcp, udp, icmp, icmpv6) or number (see Protocol Numbers).
[VPC only] Use -1 to specify all protocols. When authorizing security group rules, specifying -1 or a protocol number other than tcp, udp, icmp, or icmpv6 allows traffic on all ports, regardless of any port range you specify. For tcp, udp, and icmp, you must specify a port range. For icmpv6, the port range is optional; if you omit the port range, traffic for all types and codes is allowed.",False,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[0].SourcePrefixListId,,,No,String,No interruption,[EC2-VPC only] The ID of a prefix list.,True,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[0].SourceSecurityGroupId,{'Ref': 'BeanstalkSecurityGroup'},,No,String,No interruption,"The ID of the security group. You must specify either the security group ID or the security group name in the request. For security groups in a nondefault VPC, you must specify the security group ID.",False,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[0].SourceSecurityGroupName,,,No,String,No interruption,"[EC2-Classic, default VPC] The name of the source security group. You can't specify this parameter in combination with an IP address range. Creates rules that grant full ICMP, UDP, and TCP access.
You must specify the GroupName property or the GroupId property. For security groups that are in a VPC, you must use the GroupId property.",True,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[0].SourceSecurityGroupOwnerId,,,Conditional,String,No interruption,"[nondefault VPC] The AWS account ID for the source security group, if the source security group is in a different account. You can't specify this property with an IP address range. Creates rules that grant full ICMP, UDP, and TCP access.
If you specify SourceSecurityGroupName or SourceSecurityGroupId and that security group is owned by a different account than the account creating the stack, you must specify the SourceSecurityGroupOwnerId; otherwise, this property is optional.",True,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[0].ToPort,80,,No,Integer,No interruption,"The end of port range for the TCP and UDP protocols, or an ICMP/ICMPv6 code. A value of -1 indicates all ICMP/ICMPv6 codes. If you specify all ICMP/ICMPv6 types, you must specify all codes.",False,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[1].CidrIp,,,No,String,No interruption,"The IPv4 address range, in CIDR format.
You must specify a source security group (SourcePrefixListId or SourceSecurityGroupId) or a CIDR range (CidrIp or CidrIpv6).
For examples of rules that you can add to security groups for specific access scenarios, see Security group rules for different use cases in the Amazon EC2 User Guide.",True,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[1].CidrIpv6,,,No,String,No interruption,"The IPv6 address range, in CIDR format.
You must specify a source security group (SourcePrefixListId or SourceSecurityGroupId) or a CIDR range (CidrIp or CidrIpv6).
For examples of rules that you can add to security groups for specific access scenarios, see Security group rules for different use cases in the Amazon EC2 User Guide.",True,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[1].Description,,,No,String,No interruption,"Updates the description of an ingress (inbound) security group rule. You can replace an existing description, or add a description to a rule that did not have one previously.",True,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[1].FromPort,443,,No,Integer,No interruption,"The start of port range for the TCP and UDP protocols, or an ICMP/ICMPv6 type number. A value of -1 indicates all ICMP/ICMPv6 types. If you specify all ICMP/ICMPv6 types, you must specify all codes.",False,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[1].IpProtocol,tcp,,Yes,String,No interruption,"The IP protocol name (tcp, udp, icmp, icmpv6) or number (see Protocol Numbers).
[VPC only] Use -1 to specify all protocols. When authorizing security group rules, specifying -1 or a protocol number other than tcp, udp, icmp, or icmpv6 allows traffic on all ports, regardless of any port range you specify. For tcp, udp, and icmp, you must specify a port range. For icmpv6, the port range is optional; if you omit the port range, traffic for all types and codes is allowed.",False,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[1].SourcePrefixListId,,,No,String,No interruption,[EC2-VPC only] The ID of a prefix list.,True,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[1].SourceSecurityGroupId,{'Ref': 'BeanstalkSecurityGroup'},,No,String,No interruption,"The ID of the security group. You must specify either the security group ID or the security group name in the request. For security groups in a nondefault VPC, you must specify the security group ID.",False,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[1].SourceSecurityGroupName,,,No,String,No interruption,"[EC2-Classic, default VPC] The name of the source security group. You can't specify this parameter in combination with an IP address range. Creates rules that grant full ICMP, UDP, and TCP access.
You must specify the GroupName property or the GroupId property. For security groups that are in a VPC, you must use the GroupId property.",True,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[1].SourceSecurityGroupOwnerId,,,Conditional,String,No interruption,"[nondefault VPC] The AWS account ID for the source security group, if the source security group is in a different account. You can't specify this property with an IP address range. Creates rules that grant full ICMP, UDP, and TCP access.
If you specify SourceSecurityGroupName or SourceSecurityGroupId and that security group is owned by a different account than the account creating the stack, you must specify the SourceSecurityGroupOwnerId; otherwise, this property is optional.",True,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,SecurityGroupIngress[1].ToPort,443,,No,Integer,No interruption,"The end of port range for the TCP and UDP protocols, or an ICMP/ICMPv6 code. A value of -1 indicates all ICMP/ICMPv6 codes. If you specify all ICMP/ICMPv6 types, you must specify all codes.",False,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,Tags,,,No,List of Tag,No interruption,Any tags assigned to the security group.,True,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,Tags[0].Key,,,Yes,String,,"The key name of the tag. You can specify a value that's 1 to 128 Unicode characters in length and can't be prefixed with aws:. You can use any of the following characters: the set of Unicode letters, digits, whitespace, _, ., /, =, +, and -.",True,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,Tags[0].Value,,,Yes,String,,The value for the tag. You can specify a value that's 1 to 256 characters in length.,True,sample-template.json
NATSecurityGroup,AWS::EC2::SecurityGroup,,VpcId,{'Ref': 'VPC'},,No,String,Replacement,[VPC only] The ID of the VPC for the security group.,False,sample-template.json
PrivateSubnet,AWS::EC2::Subnet,,AssignIpv6AddressOnCreation,,,No,Boolean,No interruption,Indicates whether a network interface created in this subnet receives an IPv6 address. The default value is false.,True,sample-template.json
PrivateSubnet,AWS::EC2::Subnet,,AvailabilityZone,,,No,String,Replacement,The Availability Zone of the subnet.,True,sample-template.json
PrivateSubnet,AWS::EC2::Subnet,,AvailabilityZoneId,,,No,String,Replacement,The AZ ID of the subnet.,True,sample-template.json
PrivateSubnet,AWS::EC2::Subnet,,CidrBlock,"{'Fn::FindInMap': ['SubnetConfig', 'Private', 'CIDR']}",,No,String,Replacement,The IPv4 CIDR block assigned to the subnet.,False,sample-template.json
PrivateSubnet,AWS::EC2::Subnet,,EnableDns64,,,No,Boolean,No interruption,"Indicates whether DNS queries made to the Amazon-provided DNS Resolver in this subnet should return synthetic IPv6 addresses for IPv4-only destinations. For more information, see DNS64 and NAT64 in the Amazon Virtual Private Cloud User Guide.",True,sample-template.json
PrivateSubnet,AWS::EC2::Subnet,,Ipv6CidrBlock,,,Conditional,String,No interruption,The IPv6 CIDR block.,True,sample-template.json
